"Edit","Format","Ctrl+Shift+F","Editing in Structured Text Editors"
"File","Close","Ctrl+F4","In Windows"
"Navigate","Open Manifest","Ctrl+Alt+Shift+M","In Windows"
"Edit","Remove Block Comment","Ctrl+Shift+\","Editing in Structured Text Editors"
"Navigate","Matching Character","Ctrl+Shift+P","Editing in Structured Text Editors"
"Text Editing","Text Start","Ctrl+Home","Embedded Xtext Editor context"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing JavaScript Source"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors"
"File","Save All","Ctrl+Shift+S","In Windows"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors"
"Text Editing","Line Start","Home","Editing Text"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","In Windows"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Edit","Select Previous Element","Alt+Shift+Left","Editing Java Source"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering"
"Task Repositories","Mark Task Unread","Alt+Shift+U","In Tasks Editor"
"Task Repositories","Mark Task Read","Alt+Shift+R","In Tasks View"
"Refactoring","Rename Element","Alt+Shift+R","Editing Xtext Source"
"Edit","Incremental Find","Ctrl+J","Editing Text"
"Refactor - JavaScript","Extract Local Variable","Alt+Shift+L","JavaScript View"
"Application Category","Open a spy ()","Alt+Shift+F8","In Dialogs and Windows"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Android Refactorings","Extract Android String","Alt+Shift+A, S","In Windows"
"Text Editing","Delete Next Word","Ctrl+Delete","Embedded Xtext Editor context"
"Run/Debug","Step Return","F7","Debugging"
"Search","References in Workspace","Ctrl+Shift+G","In Windows"
"JAutodoc","Add Header with Dialog","Ctrl+Alt+O","Editing Java Source"
"Refactor - C++","Extract Local Variable - Refactoring ","Alt+Shift+L","C/C++ Editor"
"JavaScript Debug","Evaluate","Alt+Shift+E","Editing JavaScript Source"
"Run/Debug","Run Android Application","Alt+Shift+A, R","In Windows"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"JAutodoc","Add Header","Ctrl+Alt+K","Editing Java Source"
"C/C++ Source","Remove Block Comment","Ctrl+Shift+\","C/C++ Editor"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles"
"Spy","Plug-in Selection Spy","Alt+Shift+F1","In Dialogs and Windows"
"Run/Debug","Go to Address...","Ctrl+G","In Disassembly"
"Reverse Debugging Commands","Reverse Step Over","Shift+F6","Debugging C/C++"
"Source","Quick Assist - Extract method","Ctrl+2, M","Editing Java Source"
"Task Repositories","Mark Task Incomplete","Alt+Shift+I","In Tasks View"
"Navigate","Open Type","Ctrl+Shift+T","In Windows"
"Run/Debug","Debug Ant Build","Alt+Shift+D, Q","In Windows"
"Navigate","Backward History","Alt+Left","In Windows"
"Navigate","Open Resource","Ctrl+Shift+R","In Windows"
"Run/Debug","Next Page of Memory","Ctrl+Shift+.","In Table Memory Rendering"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows"
"Navigate","Quick Outline","Ctrl+O","PDE editor"
